INCIDENT_NUMBER,Lat,Long,my_colours
I172061091,42.31959298,-71.062607,blue
I172096589,42.31724497,-71.0549702,purple
I172062996,42.31136702,-71.09328119,blue
I172012915,42.28431486,-71.07410838,orange
I172040403,42.30545103,-71.08057209,blue
I172008531,42.2920332,-71.093993,orange
I172004101,42.2809171,-71.06565421,purple
I172018304,42.30138747,-71.0658424,purple
I172008926,42.30090969,-71.07425843,purple
I172070527,42.32454255,-71.10419077,red
I172054055,42.31255112,-71.08021287,blue
I172011723,42.27997063,-71.09553354,orange
I172101578,42.31046991,-71.10700424,red
I172106382,42.29861807,-71.06064186,purple
I172027129,42.30263978,-71.06038376,purple
I172020175,42.31465519,-71.06399837,purple
I172058687,42.3055212,-71.10843463,red
I172053835,42.30938437,-71.08262277,blue
I172068933,42.35995206,-71.06635259,yellow
I172105986,42.36483322,-71.06231414,yellow
I172029728,42.31085539,-71.09134356,blue
I172043930,42.34994662,-71.05892052,yellow
I172051832,42.32866284,-71.08563401,blue
I172009408,42.29059917,-71.07332165,orange
I172105126,42.33548292,-71.04426379,green
I172066358,42.29004971,-71.07021576,purple
I172016466,42.33492814,-71.08845821,blue
I172019727,42.31894094,-71.05354584,purple
I172066437,42.32026821,-71.08150494,blue
I172015887,42.29330376,-71.0885899,orange
I172049077,42.3528548,-71.07871383,pink
I172071589,42.28082671,-71.09754718,orange
I172023842,42.35145666,-71.06167557,yellow
I172078190,42.33189752,-71.06908191,green
I172014964,42.32779976,-71.06771009,green
I172035979,42.33295016,-71.09239923,blue
I172045251,42.32610989,-71.10461123,red
I172057116,42.30545103,-71.08057209,blue
I172028783,42.28824992,-71.05536739,purple
I172043153,42.29335065,-71.061382,purple
I172006076,42.28424514,-71.08452739,orange
I172050831,42.31242508,-71.07587329,blue
I172004731,42.32198656,-71.06280666,green
I172005968,42.33799689,-71.1056602,blue
I172076946,42.28904237,-71.0765702,orange
I172102977,42.33700248,-71.08227581,pink
I172042992,42.31634823,-71.05334931,purple
I172009319,42.35237073,-71.07227173,pink
I172096082,42.30454024,-71.05599963,purple
I172082615,42.31281719,-71.1161289,red
I172011788,42.30097791,-71.07077333,purple
I172021127,42.33673235,-71.04396168,green
I172000524,42.31609551,-71.08713118,blue
I172018857,42.3030381,-71.06102719,purple
I172034441,42.29019621,-71.07159012,purple
I172049621,42.35251737,-71.06112927,yellow
I172057119,42.336112,-71.04665434,green
I172004702,42.27473005,-71.06438937,purple
I172052151,42.2979357,-71.05685591,purple
I172067136,42.34717363,-71.0964439,pink
I172019120,42.28482577,-71.09137369,orange
I172087215,42.2783992,-71.06636305,purple
I172036960,42.29938509,-71.06978865,purple
I172089423,42.3503787,-71.07626098,pink
I172086626,42.31184601,-71.06684447,purple
I172006999,42.36379365,-71.05447076,yellow
I172079988,42.29524857,-71.07108773,purple
I172026683,42.33593698,-71.08008791,pink
I172081913,42.3652981,-71.05740434,yellow
I172103753,42.33130111,-71.09333508,blue
I172086725,42.29071171,-71.09871148,orange
I172101565,42.33796886,-71.0640821,green
I172090639,42.27221088,-71.06800025,purple
I172023876,42.363536,-71.059004,yellow
I172029724,42.27222808,-71.07006149,orange
I172104768,42.32379233,-71.07879379,blue
I172056257,42.33249638,-71.10004807,blue
I172013430,42.32250351,-71.05587546,green
I172102054,42.30775053,-71.06971431,purple
I172069820,42.35205262,-71.0734441,pink
I172106635,42.36165196,-71.05630529,yellow
I172040221,42.35563262,-71.05264582,yellow
I172034791,42.31261335,-71.10191593,red
I172036246,42.31296937,-71.05720983,purple
I172087515,42.3048998,-71.07992223,purple
I172010266,42.35099134,-71.06297174,yellow
I172004313,42.32832264,-71.07861091,blue
I172093703,42.34410718,-71.1018026,pink
I172069176,42.33178186,-71.09718868,blue
I172032513,42.29059917,-71.07332165,orange
I172086640,42.34326644,-71.09719321,pink
I172046839,42.30751728,-71.08397469,blue
I172106568,42.31741922,-71.09567995,blue
I172032155,42.3253151,-71.08313582,blue
I172027641,42.36731952,-71.05789055,yellow
I172088381,42.28646063,-71.07268587,orange
I172067163,42.29098335,-71.08912013,orange
I172033850,42.34186765,-71.07272215,pink
I172024453,42.29903803,-71.05780292,purple
I172090184,42.31168573,-71.07111997,blue
I172101646,42.34810188,-71.08814056,pink
I172065443,42.28241807,-71.06022237,purple
I172003216,42.31256792,-71.08436278,blue
I172010579,42.35040583,-71.06512526,yellow
I172102727,42.30637521,-71.08254143,blue
I172021786,42.31168453,-71.05750327,purple
I172031376,42.30503373,-71.11970698,red
I172091268,42.35135949,-71.08973641,pink
I172104514,42.33849306,-71.0485035,green
I172050639,42.29997367,-71.08206122,orange
I172096244,42.33027328,-71.06959128,green
I172063913,42.33104018,-71.08089782,blue
I172051277,42.3144484,-71.08993418,blue
I172013173,42.35284599,-71.05791569,yellow
I172092314,42.32172072,-71.11131054,red
I172043070,42.28190062,-71.0823731,orange
I172092229,42.28312525,-71.05892068,purple
I172051906,42.2806123,-71.08350146,orange
I172097520,42.27781081,-71.0910429,orange
I172001968,42.32198656,-71.06280666,green
I172106949,42.3123159,-71.0549829,purple
I172034365,42.34234193,-71.05633276,green
I172091469,42.30080999,-71.06705066,purple
I172025396,42.30997676,-71.10238547,red
I172002394,42.2806123,-71.08350146,orange
I172018794,42.34729751,-71.08773575,pink
I172070573,42.29307889,-71.08054237,orange
I172087338,42.34395226,-71.08990705,pink
I172099509,42.34396866,-71.100013,pink
I172064497,42.31022711,-71.07233091,purple
I172099821,42.30876798,-71.0704672,purple
I172021040,42.326143,-71.06338264,green
I172012365,42.35062199,-71.06151653,yellow
I172006196,42.28199634,-71.08661103,orange
I172022398,42.31779354,-71.04210959,green
I172008696,42.29012204,-71.08964896,orange
I172063160,42.36303798,-71.05524751,yellow
I172033904,42.31326606,-71.08939926,blue
I172067257,42.30017478,-71.10849986,red
I172099711,42.28427374,-71.08109194,orange
I172003427,42.293755,-71.05789109,purple
I172028449,42.32978737,-71.08324801,blue
I172013366,42.31947427,-71.05675956,purple
I172045825,42.34138415,-71.07898883,pink
I172086475,42.33606304,-71.10782832,blue
I172006738,42.36063386,-71.07005247,yellow
I172020299,42.28338552,-71.05572696,purple
I172056292,42.31705299,-71.06521384,blue
I172069788,42.36183857,-71.05976489,yellow
I172086109,42.29919694,-71.06046974,purple
I172013494,42.28427374,-71.08109194,orange
I172002496,42.28886535,-71.07738439,orange
I172024699,42.3075015,-71.06269836,purple
I172100181,42.31643116,-71.07467044,blue
I172102159,42.328597,-71.08274741,blue
I172076920,42.30600379,-71.06178187,purple
I172030018,42.33445761,-71.088061,blue
I172053595,42.30080638,-71.06375275,purple
I172071128,42.31840696,-71.0763541,blue
I172058174,42.31118598,-71.11010393,red
I172073357,42.31929343,-71.11178236,red
I172082790,42.32891063,-71.08949343,blue
I172074925,42.28908473,-71.07122181,purple
I172044474,42.34925805,-71.09526425,pink
I172075246,42.27056677,-71.10100994,orange
I172102532,42.35251737,-71.06112927,yellow
I172006480,42.29234068,-71.04803996,purple
I172038475,42.36551616,-71.05665164,yellow
I172082024,42.30483895,-71.11462747,red
I172014540,42.34578598,-71.07942281,pink
I172012134,42.31296937,-71.05720983,purple
I172093054,42.34965624,-71.06973381,yellow
I172104907,42.31190475,-71.05910531,purple
I172050669,42.30465897,-71.06912603,purple
I172010990,42.2986182,-71.07119281,purple
I172073508,42.28828038,-71.07652688,orange
I172077325,42.30195045,-71.07798088,orange
I172063981,42.33296171,-71.1104193,blue
I172010720,42.31015176,-71.08475251,blue
I172008381,42.356668,-71.051517,yellow
I172039262,42.28048456,-71.09256731,orange
I172087878,42.33880788,-71.05083406,green
I172082078,42.34062317,-71.07308942,pink
I172033184,42.3414661,-71.09082781,pink
I172081054,42.34621459,-71.08721196,pink
I172077219,42.32231617,-71.05873107,green
I172052038,42.35415745,-71.05412606,yellow
I172034013,42.32921664,-71.094752,blue
I172009758,42.30938437,-71.08262277,blue
I172030640,42.31071604,-71.05950157,purple
I172067386,42.27421808,-71.06622078,purple
I172105615,42.29520338,-71.0927164,orange
I172101981,42.29231412,-71.07912029,orange
I172001218,42.33119618,-71.09632079,blue
I172095799,42.34857652,-71.07772012,pink
I172105706,42.31620533,-71.07609249,blue
I172101459,42.32809966,-71.06321676,green
I172103427,42.32995896,-71.08694241,blue
I172091078,42.30952511,-71.08261838,blue
I172003418,42.3252158,-71.07492178,blue
I172035681,42.32696647,-71.06198607,green
I172073138,42.34708,-71.103302,pink
I172019909,42.28013735,-71.09079826,orange
I172025484,42.33595449,-71.08301373,pink
I172010052,42.33416161,-71.07989104,pink
I172087001,42.31168453,-71.05750327,purple
I172099664,42.28777516,-71.06374226,purple
I172069728,42.28490976,-71.0561309,purple
I172098433,42.34854604,-71.09799504,pink
I172020881,42.33580652,-71.02506159,green
I172097083,42.31262333,-71.10561111,red
I172086882,42.32144887,-71.0549875,green
I172022997,42.3457335,-71.10008092,pink
I172059525,42.35480857,-71.07479579,pink
I172075150,42.31705299,-71.06521384,blue
I172001147,42.33312966,-71.03530578,green
I172019749,42.29174127,-71.07717929,orange
I172060535,42.31475867,-71.0646089,purple
I172086203,42.29881968,-71.06570084,purple
I172048363,42.29039567,-71.06705308,purple
I172058224,42.33915108,-71.04773134,green
I172029436,42.33361,-71.07337,pink
I172058217,42.28200649,-71.09206838,orange
I172019493,42.27230624,-71.06721386,purple
I172058661,42.3359851,-71.05008287,green
I172029980,42.34051771,-71.07806475,pink
I172006370,42.32476494,-71.05340359,green
I172008286,42.29410101,-71.07414886,orange
I172102184,42.29190075,-71.09029516,orange
I172037792,42.35232087,-71.05801215,yellow
I172001809,42.30365045,-71.09129165,blue
I172038059,42.30301051,-71.0818306,orange
I172071584,42.30870132,-71.07932755,blue
I172090561,42.32189441,-71.10218279,red
I172006081,42.2874493,-71.04627602,purple
I172025799,42.36216771,-71.0682702,yellow
I172025752,42.30385042,-71.05431137,purple
I172063695,42.30150136,-71.05980509,purple
I172040531,42.30597541,-71.07011898,purple
I172058081,42.31635508,-71.06593853,blue
I172004464,42.3018969,-71.08554944,orange
I172002027,42.29540175,-71.08237834,orange
I172042740,42.32005832,-71.09404899,blue
I172030109,42.34544847,-71.08683654,pink
I172105942,42.28079658,-71.09039724,orange
I172025736,42.32929812,-71.08248425,blue
I172059821,42.2884578,-71.07590447,orange
I172003830,42.30344978,-71.0715395,purple
I172059914,42.33189752,-71.06908191,green
I172026881,42.34939238,-71.07457981,pink
I172105015,42.35014802,-71.0698982,yellow
I172013467,42.3210249,-71.09845335,red
I172067396,42.32866284,-71.08563401,blue
I172053951,42.28712554,-71.07885351,orange
I172089404,42.32802585,-71.05691103,green
I172093492,42.324044,-71.0830743,blue
I172067861,42.32236062,-71.10849201,red
I172092546,42.31226098,-71.08179001,blue
I172107549,42.27336116,-71.09196824,orange
I172102670,42.32543617,-71.07390569,blue
I172072851,42.345211,-71.08814987,pink
I172003212,42.28561296,-71.09305298,orange
I172028313,42.34717363,-71.0964439,pink
I172103628,42.30137775,-71.05971354,purple
I172040713,42.34431922,-71.06706029,pink
I172058074,42.35464585,-71.0546419,yellow
I172093850,42.35162789,-71.0686641,yellow
I172107284,42.28600087,-71.06344648,purple
I172021342,42.33152148,-71.07085307,green
I172058799,42.35178454,-71.05590762,yellow
I172081911,42.2766839,-71.09240248,orange
I172048590,42.30217096,-71.06358632,purple
I172066682,42.27335315,-71.07558873,orange
I172052304,42.33810945,-71.03749747,green
I172012966,42.27863649,-71.09541135,orange
I172034699,42.34878726,-71.09715759,pink
I172068190,42.33928728,-71.08032619,pink
I172019010,42.27474155,-71.10175349,orange
I172008838,42.30664081,-71.08584976,blue
I172061332,42.36606269,-71.05651817,yellow
I172070716,42.32692756,-71.09058986,blue
I172044812,42.3443164,-71.07446411,pink
I172033175,42.31896847,-71.10356144,red
I172075389,42.35006634,-71.0479899,green
I172090555,42.31978168,-71.08138665,blue
I172039715,42.31408519,-71.09998685,red
I172087976,42.2843982,-71.06468373,purple
I172073387,42.34278722,-71.0738256,pink
I172054677,42.35884543,-71.06738882,yellow
I172009386,42.31431673,-71.05624422,purple
I172083221,42.36110964,-71.06741369,yellow
I172006205,42.320303,-71.07506599,blue
I172074455,42.3125497,-71.08757081,blue
I172067911,42.29022613,-71.07207217,orange
I172089392,42.33182961,-71.07347274,pink
I172054925,42.33226724,-71.03732543,green
I172022001,42.30703835,-71.06615319,purple
I172082203,42.30887462,-71.10247235,red
I172043115,42.33606304,-71.10782832,blue
I172031084,42.30742924,-71.06863928,purple
I172093039,42.32339127,-71.09547475,blue
I172076974,42.28431486,-71.07410838,orange
I172074264,42.29821908,-71.05704798,purple
I172054706,42.31193403,-71.1142909,red
I172098035,42.31296937,-71.05720983,purple
I172062853,42.35812101,-71.06085258,yellow
I172030097,42.34585625,-71.08099529,pink
I172011461,42.27988132,-71.0498923,purple
I172089073,42.329318,-71.052626,green
I172085957,42.28251203,-71.0569629,purple
I172044109,42.31915678,-71.10067583,red
I172059466,42.30839354,-71.06473124,purple
I172051033,42.3049039,-71.07414043,purple
I172083610,42.36080151,-71.06782813,yellow
I172067987,42.31564399,-71.0918201,blue
I172017575,42.35014256,-71.05973905,yellow
I172100198,42.30600262,-71.0587872,purple
I172059027,42.26871441,-71.09221139,orange
I172102168,42.33243949,-71.04415486,green
I172045630,42.30569111,-71.06164783,purple
I172067442,42.31779354,-71.04210959,green
I172075698,42.360795,-71.053757,yellow
I172083827,42.27245651,-71.10731992,orange
I172031265,42.32222277,-71.07397353,blue
I172030465,42.3642384,-71.06165515,yellow
I172085387,42.338119,-71.0849045,pink
I172016899,42.32779058,-71.10667535,blue
I172031349,42.35040583,-71.06512526,yellow
I172049100,42.30328018,-71.07122308,purple
I172096253,42.30854728,-71.05821219,purple
I172027367,42.28576135,-71.07801426,orange
I172036191,42.26817397,-71.09387677,orange
I172106807,42.31145415,-71.05341141,purple
I172003409,42.30307413,-71.11081856,red
I172035404,42.30055518,-71.11312439,red
I172040154,42.32263156,-71.06979845,blue
I172063172,42.32978737,-71.08324801,blue
I172054651,42.359254,-71.059477,yellow
I172099405,42.32015319,-71.06220377,blue
I172037588,42.33168201,-71.06798742,green
I172080812,42.3635655,-71.06449385,yellow
I172061354,42.32053872,-71.11086853,red
I172033466,42.31971345,-71.08545896,blue
I172046061,42.30942246,-71.08530769,blue
I172053791,42.30175909,-71.0795516,orange
I172035978,42.29260123,-71.07746346,orange
I172016538,42.29557185,-71.06152074,purple
I172027775,42.33557994,-71.0546686,green
I172009947,42.31847226,-71.08409289,blue
I172004141,42.34810188,-71.08814056,pink
I172045732,42.33569966,-71.03128458,green
I172019262,42.27193751,-71.0921354,orange
I172045626,42.2946997,-71.05015218,purple
I172018551,42.30989454,-71.08231854,blue
I172003403,42.34946444,-71.14270449,red
I172078656,42.28553308,-71.09580077,orange
I172012939,42.35235362,-71.05815283,yellow
I172032274,42.33438387,-71.03534373,green
I172003995,42.35836033,-71.05421997,yellow
I172104810,42.31153554,-71.09079223,blue
I172093158,42.32638832,-71.10181751,red
I172031839,42.35181727,-71.06722835,yellow
I172038124,42.33860282,-71.09355306,pink
I172078917,42.29026233,-71.07473856,orange
I172029404,42.28929101,-71.10358494,red
I172107673,42.34062451,-71.06803086,pink
I172098769,42.34533563,-71.07004992,pink
I172013292,42.28079658,-71.09039724,orange
I172016957,42.29022613,-71.07207217,orange
I172022548,42.28258779,-71.05595395,purple
I172050591,42.33723127,-71.05539138,green
I172059010,42.35370585,-71.05898587,yellow
I172044686,42.33185557,-71.03731191,green
I172106735,42.28956988,-71.08510501,orange
I172022041,42.32203248,-71.07719524,blue
I172050804,42.29182298,-71.07173417,purple
I172096101,42.27357721,-71.0677043,purple
I172005929,42.30340172,-71.0593763,purple
I172094129,42.31705299,-71.06521384,blue
I172034120,42.32005616,-71.06587012,blue
I172099094,42.31277689,-71.05889388,purple
I172075626,42.336143,-71.099311,blue
I172021180,42.32696647,-71.06198607,green
I172085097,42.31933723,-71.08885165,blue
I172009089,42.35480857,-71.07479579,pink
I172028321,42.31803796,-71.11476952,red
I172042434,42.31688341,-71.07806306,blue
I172029589,42.36606269,-71.05651817,yellow
I172077730,42.30998781,-71.06213111,purple
I172083522,42.28956988,-71.08510501,orange
I172037799,42.33295909,-71.10132271,blue
I172089697,42.30776342,-71.06683062,purple
I172027053,42.29734057,-71.05641305,purple
I172057757,42.31591905,-71.09691295,red
I172026586,42.33856155,-71.07063441,pink
I172025077,42.33402461,-71.09039049,orange
I172037897,42.31959298,-71.062607,blue
I172094432,42.34456196,-71.09781939,pink
I172071996,42.31610241,-71.07756199,blue
I172077303,42.27561326,-71.06788198,purple
I172043463,42.30288092,-71.08523964,orange
I172084929,42.33660237,-71.04935735,green
I172106026,42.339675,-71.0829325,pink
I172085167,42.29472275,-71.07058534,purple
I172064849,42.30060543,-71.06126785,purple
I172060351,42.35064439,-71.06811584,yellow
I172089133,42.30997676,-71.10238547,red
I172026005,42.30930987,-71.13376259,red
I172058633,42.29250268,-71.09600758,orange
I172079224,42.3087073,-71.10821451,red
I172021128,42.32486726,-71.05705726,green
I172098763,42.30626521,-71.06864556,purple
I172026759,42.34747759,-71.04467675,green
I172063390,42.30481623,-71.1091185,red
I172047164,42.31459482,-71.11411065,red
I172015081,42.35110203,-71.05735186,yellow
I172063647,42.29765848,-71.0707534,purple
I172099308,42.28672893,-71.08597531,orange
I172004403,42.30050125,-71.05511587,purple
I172007657,42.32946443,-71.07496711,blue
I172095972,42.27308641,-71.080129,orange
I172060738,42.33649804,-71.08382962,pink
I172019615,42.31719854,-71.08988209,blue
I172090112,42.31192789,-71.07762963,blue
I172080022,42.31109885,-71.08135829,blue
I172064033,42.31383137,-71.0563766,purple
I172009781,42.31167532,-71.08586299,blue
I172072532,42.33543394,-71.08076738,pink
I172043525,42.34454105,-71.04416497,green
I172067545,42.33048316,-71.04409246,green
I172104487,42.329551,-71.08598,blue
I172071934,42.34877575,-71.09606805,pink
I172008978,42.27516044,-71.06976518,purple
I172070766,42.31394475,-71.05699272,purple
I172039842,42.34867438,-71.08841866,pink
I172005152,42.27842433,-71.09350045,orange
I172045311,42.336112,-71.04665434,green
I172087170,42.31130975,-71.0861002,blue
I172014380,42.29708829,-71.09095546,orange
I172047539,42.34139035,-71.05322491,green
I172063189,42.29709649,-71.05734054,purple
I172067030,42.34508095,-71.06890971,pink
I172036261,42.31812707,-71.07007406,blue
I172101970,42.30854728,-71.05821219,purple
I172005465,42.28024352,-71.08481509,orange
I172039212,42.30021944,-71.06311002,purple
I172021103,42.30046668,-71.06647544,purple
I172085708,42.30545318,-71.06956313,purple
I172036589,42.34621459,-71.08721196,pink
I172090542,42.33626,-71.109997,blue
I172006554,42.34640381,-71.07551289,pink
I172003062,42.27974294,-71.0661997,purple
I172091740,42.32401893,-71.09680779,blue
I172032366,42.28248068,-71.06981187,purple
I172060488,42.31084304,-71.08156206,blue
I172016446,42.3032249,-71.07039247,purple
I172030718,42.34771287,-71.07374933,pink
I172096008,42.30600262,-71.0587872,purple
I172064495,42.36118028,-71.06286446,yellow
I172032856,42.30028028,-71.06015261,purple
I172013213,42.32421842,-71.06328579,green
I172088433,42.35602373,-71.06177615,yellow
I172066380,42.3350921,-71.08997145,pink
I172071432,42.2729449,-71.09348933,orange
I172027407,42.32924718,-71.08551493,blue
I172035668,42.31705299,-71.06521384,blue
I172070717,42.30358612,-71.06437082,purple
I172063835,42.35091932,-71.05854263,yellow
I172090742,42.32094361,-71.07761042,blue
I172074131,42.29017432,-71.08808525,orange
I172093791,42.35913932,-71.06196905,yellow
I172094330,42.35062199,-71.06151653,yellow
I172050876,42.298695,-71.07555206,orange
I172006046,42.35961316,-71.05195809,yellow
I172070508,42.34753377,-71.0627565,yellow
I172037736,42.28866198,-71.06130524,purple
I172099409,42.28810362,-71.09153335,orange
I172015201,42.30337864,-71.07854583,purple
I172087590,42.33201088,-71.07564718,pink
I172078133,42.30356909,-71.07753906,purple
I172087327,42.27331766,-71.09393707,orange
I172070239,42.29568707,-71.08538725,orange
I172040411,42.3142248,-71.07762185,blue
I172032034,42.30626249,-71.07633157,purple
I172082783,42.30116811,-71.07347571,purple
I172075816,42.31840989,-71.06829176,blue
I172085298,42.33534715,-71.08314521,pink
I172075927,42.29180977,-71.05944256,purple
I172024613,42.28329074,-71.08916307,orange
I172096802,42.2752767,-71.09554245,orange
I172097724,42.29051494,-71.05031273,purple
I172106708,42.27965686,-71.09337672,orange
I172016739,42.35426247,-71.05883334,yellow
I172015004,42.34493428,-71.06366374,pink
I172059219,42.34061082,-71.05414345,green
I172078896,42.33437384,-71.07793188,pink
I172087824,42.367227,-71.058022,yellow
I172079739,42.33726583,-71.05653822,green
I172023067,42.32469169,-71.10618924,red
I172017239,42.26909851,-71.09361458,orange
I172021694,42.35125131,-71.06855538,yellow
I172080318,42.28645354,-71.06203517,purple
I172003113,42.33653895,-71.03337641,green
I172098730,42.31305851,-71.07131286,blue
I172088650,42.35428377,-71.06380404,yellow
I172023595,42.34717363,-71.0964439,pink
I172051567,42.31354588,-71.09179044,blue
I172000143,42.337444,-71.07563631,pink
I172055128,42.29708829,-71.09095546,orange
I172107037,42.34747759,-71.04467675,green
I172103640,42.32429973,-71.07034884,blue
I172019876,42.29524857,-71.07108773,purple
I172025435,42.33229741,-71.03528115,green
I172042857,42.29490954,-71.09019249,orange
I172003678,42.30629091,-71.06512497,purple
I172059438,42.33114568,-71.03354146,green
I172057732,42.34314406,-71.09589305,pink
I172103968,42.30127592,-71.08574118,orange
I172071560,42.29919276,-71.07514519,orange
I172059551,42.32269191,-71.1051763,red
I172094575,42.33054986,-71.04060752,green
I172005286,42.32988771,-71.08445915,blue
I172019337,42.3285094,-71.08043739,blue
I172083958,42.31109885,-71.08135829,blue
I172078338,42.3368915,-71.077551,pink
I172102191,42.30573977,-71.06762362,purple
I172067654,42.34133195,-71.0765534,pink
I172096108,42.2777688,-71.09334841,orange
I172009260,42.28678712,-71.0449173,purple
I172060895,42.3354351,-71.07840204,pink
I172005869,42.36110964,-71.06741369,yellow
I172102871,42.351084,-71.059395,yellow
I172096068,42.34990087,-71.13323544,pink
I172029782,42.28792819,-71.08502171,orange
I172024624,42.35036313,-71.06055809,yellow
I172021304,42.31193743,-71.08342088,blue
I172044487,42.32866284,-71.08563401,blue
I172080642,42.28833313,-71.07626654,orange
I172091121,42.34130359,-71.07204669,pink
I172102378,42.31635508,-71.06593853,blue
I172055393,42.30545103,-71.08057209,blue
I172078863,42.31865102,-71.08162344,blue
I172080898,42.31528744,-71.08015967,blue
I172041058,42.27179929,-71.07287043,orange
I172067026,42.32639844,-71.11152626,red
I172017864,42.29510066,-71.08051671,orange
I172025039,42.28397463,-71.05553564,purple
I172083742,42.30492239,-71.10298073,red
I172055459,42.31472025,-71.06654089,blue
I172051956,42.3494205,-71.083158,pink
I172104163,42.31949472,-71.11161967,red
I172049467,42.35196813,-71.08200943,pink
I172068785,42.3208382,-71.09018598,blue
I172062489,42.28431486,-71.07410838,orange
I172040257,42.30175909,-71.0795516,orange
I172005073,42.28952022,-71.06531693,purple
I172050406,42.328597,-71.08274741,blue
I172071218,42.26817397,-71.09387677,orange
I172083533,42.31984803,-71.08549661,blue
I172041186,42.29505434,-71.08904077,orange
I172054296,42.27796447,-71.06648793,purple
I172081775,42.31619849,-71.06264212,purple
I172088778,42.32665471,-71.10679596,red
I172101126,42.29276044,-71.07486603,orange
I172018038,42.35590084,-71.07058043,yellow
I172057155,42.29226993,-71.06482005,purple
I172085217,42.32552765,-71.05984052,green
I172104846,42.32430758,-71.07141564,blue
I172082810,42.32955354,-71.09357444,blue
I172059776,42.3289371,-71.05571742,green
I172057066,42.283363,-71.05037781,purple
I172077600,42.29480297,-71.06175129,purple
I172041028,42.31426756,-71.09153899,blue
I172056874,42.28336878,-71.08038038,orange
I172029651,42.27130225,-71.07442362,orange
I172017491,42.31376943,-71.10084606,red
I172107460,42.30942147,-71.07460029,blue
I172045342,42.2991807,-71.06429139,purple
I172066785,42.35564426,-71.07168077,yellow
I172008933,42.2911885,-71.1180105,red
I172086122,42.33241896,-71.07501315,pink
I172056429,42.32980758,-71.09259161,blue
I172096327,42.34322816,-71.06343087,pink
I172018904,42.3210436,-71.07865897,blue
I172088509,42.35094628,-71.06685604,yellow
I172070188,42.26985916,-71.09346353,orange
I172051986,42.34942864,-71.06536641,yellow
I172008375,42.29641109,-71.05412064,purple
I172027570,42.31693892,-71.09717184,red
I172032314,42.36118028,-71.06286446,yellow
I172014070,42.35500441,-71.06300728,orange
I172101713,42.28623708,-71.07768279,orange
I172035761,42.29171297,-71.04812073,purple
I172020718,42.35030915,-71.07988963,pink
I172006941,42.36271299,-71.06093712,yellow
I172056638,42.35768645,-71.06075134,yellow
I172074421,42.35212582,-71.06996712,yellow
I172007762,42.28411373,-71.07938717,orange
I172100586,42.30814528,-71.07838794,blue
I172051980,42.34877575,-71.09606805,pink
I172038916,42.3217176,-71.09846743,red
I172090138,42.33507724,-71.10262612,blue
I172072034,42.33511654,-71.10767674,blue
I172048683,42.29071406,-71.09234897,orange
I172099322,42.32330193,-71.09859353,red
I172058202,42.30881987,-71.06105065,purple
I172094170,42.34529523,-71.09509486,pink
I172074402,42.2783992,-71.06636305,purple
I172076939,42.36118028,-71.06286446,yellow
I172079490,42.29013061,-71.07809585,orange
I172087570,42.31896847,-71.10356144,red
I172044313,42.28410589,-71.04608937,purple
I172058324,42.32910458,-71.09292261,blue
I172009711,42.30154274,-71.07201939,purple
I172063828,42.30846634,-71.0832783,blue
I172055253,42.30287064,-71.06399249,purple
I172029588,42.33014012,-71.05695787,green
I172062607,42.35370585,-71.05898587,yellow
I172002603,42.32251511,-71.09080341,blue
I172024374,42.32474095,-71.1049185,red
I172071708,42.27219089,-71.09351043,orange
I172051401,42.31385973,-71.06958522,blue
I172095095,42.34044966,-71.08845935,pink
I172001988,42.27693086,-71.08631706,orange
I172081869,42.31269402,-71.06842736,blue
I172081633,42.34403563,-71.08117746,pink
I172030867,42.32696647,-71.06198607,green
I172017905,42.32553801,-71.06579592,green
I172063998,42.32326641,-71.09841607,blue
I172094038,42.35031462,-71.06670795,yellow
I172085444,42.32354783,-71.07225003,blue
I172032634,42.30846634,-71.0832783,blue
I172015683,42.29909784,-71.11409524,red
I172002957,42.35074197,-71.06006135,yellow
I172059893,42.31768237,-71.07027631,blue
I172081636,42.30938437,-71.08262277,blue
I172041874,42.33226842,-71.09674843,blue
I172094497,42.28034314,-71.05474538,purple
I172101914,42.28482577,-71.09137369,orange
I172056884,42.34895777,-71.08489204,pink
I172079070,42.28771044,-71.07819182,orange
I172035781,42.27639356,-71.10175026,orange
I172022486,42.30603974,-71.0862124,blue
I172077571,42.34218758,-71.08407092,pink
I172069653,42.33104018,-71.08089782,blue
I172104540,42.31022711,-71.07233091,purple
I172070674,42.31894094,-71.05354584,purple
I172026081,42.34692258,-71.08909339,pink
I172044438,42.31499803,-71.09194485,blue
I172000394,42.26817397,-71.09387677,orange
I172065171,42.32579168,-71.07460835,blue
I172098151,42.35113804,-71.06487515,yellow
I172004511,42.29861807,-71.06064186,purple
I172059131,42.28848287,-71.08259001,orange
I172082001,42.33606304,-71.10782832,blue
I172079016,42.33543317,-71.05705378,green
I172095787,42.32411838,-71.06461321,blue
I172037975,42.32121017,-71.10269808,red
I172086148,42.31616207,-71.09903147,red
I172082842,42.31587074,-71.05668311,purple
I172062817,42.30195045,-71.07798088,orange
I172031388,42.35217524,-71.04913425,green
I172099707,42.320483,-71.061514,purple
I172090415,42.31162834,-71.08094294,blue
I172052419,42.27129063,-71.07384127,orange
I172098522,42.30095488,-71.06537601,purple
I172011212,42.29128494,-71.0703389,purple
I172050301,42.28701738,-71.07706453,orange
I172020102,42.29600751,-71.08387509,orange
